file_name,file_id,file_url,parent_folder_name,parent_folder_id,mime_type,created,modified,size_bytes,owner,project,sub_topic,type,status,summary_50w,linked_projects,value_score,action,enrichment_status
WhatsApp Image 2026-04-13 at 17.11.01.jpeg,1SUbVR-7LMOCbLT-oHwfToStTVrvdHHj9,https://drive.google.com/file/d/1SUbVR-7LMOCbLT-oHwfToStTVrvdHHj9/view?usp=drivesdk,BMW50455,1xW57ptY1WqrdWWoVtoi-55KApc9QD6sK,image/jpeg,2026-04-13T13:35:46.458Z,2026-04-13T13:35:46.459Z,148598,dogecryptoco@gmail.com,Капитал-индекс,Документ/Медиафайл,Изображение,,"Медиафайл 'WhatsApp Image 2026-04-13 at 17.11.01.jpeg' из папки 'BMW50455', связанный с индексом капитала Александра Тюрина. Предположительно содержит данные или визуализацию, относящиеся к его проектам, таким как Integra Motors Dubai, Axon Agency, Leaders Advocates, Ювелирный дом Золотов и другие.","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",4,REVIEW,AI_DONE
WhatsApp Image 2026-04-13 at 17.11.03.jpeg,1onOVDw_a_KAGzVC0udLxeNNObRjsdf3W,https://drive.google.com/file/d/1onOVDw_a_KAGzVC0udLxeNNObRjsdf3W/view?usp=drivesdk,BMW50455,1xW57ptY1WqrdWWoVtoi-55KApc9QD6sK,image/jpeg,2026-04-13T13:15:33.266Z,2026-04-13T13:15:33.267Z,134530,dogecryptoco@gmail.com,Капитал-индекс,WhatsApp Image 2026-04-13 at 17.11.03.jpeg,Медиа файл (JPEG),,"Изображение из WhatsApp, предположительно связанное с финансовыми данными или операционной информацией по проектам Александра Тюрина для его индекса капитала. Файл находится в папке BMW50455 и требует детального анализа содержимого для определения релевантности.","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",4,REVIEW,AI_DONE
Genesis X95003-2.jpg,1PDn1MYr3mqSoNuNiPjoV4FjWUj5Rt0uo,https://drive.google.com/file/d/1PDn1MYr3mqSoNuNiPjoV4FjWUj5Rt0uo/view?usp=drivesdk,Genesis X95003,1LUrY-8Od2LipPeKZGxp94hpcROsi-Jlc,image/jpeg,2026-04-10T12:18:09.128Z,2026-04-10T12:18:09.128Z,204040,dogecryptoco@gmail.com,Капитал-индекс,Media Asset: Genesis X95003-2.jpg,Image File,,"Analysis of `Genesis X95003-2.jpg` for Alexander Tyurin's capital index. This media file is linked to various projects like Integra Motors Dubai, Axon Agency, and AVOuniverse, reflecting diverse business ventures and assets.","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",4,KEEP,AI_DONE
Genesis X95003-1.jpg,1aGZYj2aRI06sseIcFEKCp5Zf2daerZaR,https://drive.google.com/file/d/1aGZYj2aRI06sseIcFEKCp5Zf2daerZaR/view?usp=drivesdk,Genesis X95003,1LUrY-8Od2LipPeKZGxp94hpcROsi-Jlc,image/jpeg,2026-04-10T12:17:10.801Z,2026-04-10T12:18:02.276Z,205986,dogecryptoco@gmail.com,Капитал-индекс,Медиафайл Genesis X95003-1,Изображение/Медиафайл,,"Анализ медиафайла Genesis X95003-1.jpg из папки Genesis X95003, относящегося к индексу капитала Александра Тюрина. Файл бинарный/медиа, вероятно, содержит визуальные данные, связанные с проектами: Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод. Требует просмотра.","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",4,REVIEW,AI_DONE
Инвойс Velour Designe.xlsx,10BEDrPSoga0qdywNTK5emElVB5mEZ2kr,https://docs.google.com/spreadsheets/d/10BEDrPSoga0qdywNTK5emElVB5mEZ2kr/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-04-16T07:45:26.100Z,2026-04-17T13:56:57.743Z,69857,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
Cash_Receipt21105.xlsx,1MTOhJ91bfNZV6ETbw3Zi9FozWIPh7O9W,https://docs.google.com/spreadsheets/d/1MTOhJ91bfNZV6ETbw3Zi9FozWIPh7O9W/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-04-17T12:17:53.933Z,2026-04-17T12:27:19.442Z,106479,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_WorkOrder_V21105_Vasily_11042026.docx,1hmF6je7J_sysULe23vwuDSB3v_2fJEdi,https://docs.google.com/document/d/1hmF6je7J_sysULe23vwuDSB3v_2fJEdi/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-11T10:25:10.822Z,2026-04-17T12:01:26.545Z,20121,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
INTEGRA MOTORS GARAGE EJARI 25-26,1fE-XA_5x-DNQfh1E-xHEiY4KBClmnv9FKZOWFyI9_9w,https://docs.google.com/document/d/1fE-XA_5x-DNQfh1E-xHEiY4KBClmnv9FKZOWFyI9_9w/edit?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.google-apps.document,2026-04-16T08:53:21.493Z,2026-04-16T08:53:28.597Z,119365,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
INTEGRA MOTORS GARAGE EJARI 25-26.pdf,1p-_dOUMlv7RbC57SIZkE5ODlyhJsSdjh,https://drive.google.com/file/d/1p-_dOUMlv7RbC57SIZkE5ODlyhJsSdjh/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/pdf,2026-04-16T08:53:09.788Z,2026-04-16T08:51:55.000Z,266368,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
Новая таблица,16rfGp_flxAJ4SRQeHz5-tNdAdLsgRKtp7zWVrz2uATU,https://docs.google.com/spreadsheets/d/16rfGp_flxAJ4SRQeHz5-tNdAdLsgRKtp7zWVrz2uATU/edit?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.google-apps.spreadsheet,2026-04-15T07:59:31.320Z,2026-04-16T07:00:48.699Z,3416,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_NasimOrder_Budget.docx,18EKX3QSOrB_DnPuyWO6lNr3FR2y5Xts6,https://docs.google.com/document/d/18EKX3QSOrB_DnPuyWO6lNr3FR2y5Xts6/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-15T08:18:52.760Z,2026-04-15T08:18:52.762Z,11905,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_CashReceipt_BMW_X5_Vasily.xlsx,12UEVJNbmEIBciWuFVGkmF9OVE_daCNa0,https://docs.google.com/spreadsheets/d/12UEVJNbmEIBciWuFVGkmF9OVE_daCNa0/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,2026-04-14T08:13:36.021Z,2026-04-14T08:29:06.398Z,76599,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
Velour Décor Curtains,1HGpXjgwMe2yv9pe5UlUxU_FQYaVeDhDa26JWJqyshl8,https://docs.google.com/document/d/1HGpXjgwMe2yv9pe5UlUxU_FQYaVeDhDa26JWJqyshl8/edit?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.google-apps.document,2026-04-14T06:35:37.165Z,2026-04-14T06:41:51.251Z,1024,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_PartsEstimate_BMW_X5_v2.docx,19937TcpIJFFSmDPHsc8RaLuKglNlIYc6,https://docs.google.com/document/d/19937TcpIJFFSmDPHsc8RaLuKglNlIYc6/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-14T04:28:30.750Z,2026-04-14T04:28:53.247Z,13388,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_PartsEstimate_BMW_X5_Budget.docx,1AGi-Hl381b8ndR599-qEWV8N7qlJkcj6,https://docs.google.com/document/d/1AGi-Hl381b8ndR599-qEWV8N7qlJkcj6/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-14T04:21:38.309Z,2026-04-14T04:21:58.304Z,12812,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
Запчасти новый поставщик.pdf,1PZPw7QdNNu1bpGt4Y-K3ezz6i5zBGGI_,https://drive.google.com/file/d/1PZPw7QdNNu1bpGt4Y-K3ezz6i5zBGGI_/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/pdf,2026-04-14T04:17:45.256Z,2026-04-14T04:17:45.257Z,540374,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-13 at 11.21.24.jpeg,1Dvjhr-6N-m_raStGjkBg8stq-kPUC2Np,https://drive.google.com/file/d/1Dvjhr-6N-m_raStGjkBg8stq-kPUC2Np/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-13T11:17:24.563Z,2026-04-13T11:17:24.564Z,164785,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
17128580477-bm1_ae76064e_thumbnail_4096.jpg,12na838GDOBPk6gyz1g-zHGJmGvmO4Bdn,https://drive.google.com/file/d/12na838GDOBPk6gyz1g-zHGJmGvmO4Bdn/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-13T09:33:12.091Z,2026-04-13T09:33:12.092Z,43746,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
6bdf24dca81335587a9663d1dca13d6e.png,1p-NiZUHKshvxVChip1plJj-2p6sElh1C,https://drive.google.com/file/d/1p-NiZUHKshvxVChip1plJj-2p6sElh1C/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/png,2026-04-13T09:31:10.830Z,2026-04-13T09:31:10.831Z,152630,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_SupplierRFQ_BMW_X5.docx,16m_ijNtv6pvmSU3otrZQsI53VWoh6wXx,https://docs.google.com/document/d/16m_ijNtv6pvmSU3otrZQsI53VWoh6wXx/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-11T13:21:09.243Z,2026-04-13T08:58:32.948Z,24895,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-13 at 11.21.23.jpeg,19PW_rmiRo88rbgV79AsBiCQzhWPfWXtL,https://drive.google.com/file/d/19PW_rmiRo88rbgV79AsBiCQzhWPfWXtL/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-13T08:06:44.693Z,2026-04-13T08:06:44.693Z,50458,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-13 at 12.01.45.jpeg,1xLGf8utTd0unUNFJJvyb-hl5s9Pqvo_3,https://drive.google.com/file/d/1xLGf8utTd0unUNFJJvyb-hl5s9Pqvo_3/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-13T08:05:47.836Z,2026-04-13T08:05:47.837Z,82948,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-13 at 12.01.16.jpeg,1cQ31cdapac8Jv8oePvsUwkynCNyBIibl,https://drive.google.com/file/d/1cQ31cdapac8Jv8oePvsUwkynCNyBIibl/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-13T08:01:57.129Z,2026-04-13T08:01:57.129Z,116400,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_PartsSpec_BMW_X5_E70_Vasily,1TdNxKwxMRQQvwFts9VlfUQicW4m2oENGaUVEcKLMQcg,https://docs.google.com/document/d/1TdNxKwxMRQQvwFts9VlfUQicW4m2oENGaUVEcKLMQcg/edit?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.google-apps.document,2026-04-13T05:50:34.747Z,2026-04-13T05:52:17.997Z,21529,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_PartsSpec_BMW_X5_E70_Vasily.docx,1SxEZn9LYwlD7SB0jq0UZOF2vc60Kfb0x,https://docs.google.com/document/d/1SxEZn9LYwlD7SB0jq0UZOF2vc60Kfb0x/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-11T12:15:48.489Z,2026-04-13T05:50:06.450Z,22668,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
Integra_Motors_Plan_v1.docx,1HEhMT8XUCnlrMx7_zbr5oonYregKOct3,https://docs.google.com/document/d/1HEhMT8XUCnlrMx7_zbr5oonYregKOct3/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-12T13:07:56.771Z,2026-04-12T13:08:11.326Z,39238,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
IM_PartsForClient_BMW_X5_Final.docx,1HcErOVo7F9GInbfvK9-ofhz9VXKjDw2L,https://docs.google.com/document/d/1HcErOVo7F9GInbfvK9-ofhz9VXKjDw2L/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-11T13:03:07.116Z,2026-04-11T13:03:21.111Z,14408,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-11 at 15.38.52.jpeg,1WyQBw5Ro720y5aaTVSr5WmdGuT-VqnQx,https://drive.google.com/file/d/1WyQBw5Ro720y5aaTVSr5WmdGuT-VqnQx/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-11T12:21:24.550Z,2026-04-11T12:21:24.552Z,336460,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-11 at 16.13.34.jpeg,1BPqGeMS-z9yZsfyyJ-x4vrOuUvach4vF,https://drive.google.com/file/d/1BPqGeMS-z9yZsfyyJ-x4vrOuUvach4vF/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-11T12:21:04.920Z,2026-04-11T12:21:04.922Z,322338,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-11 at 16.13.32.jpeg,16s6oXD3Rc9cdTxiF3gSDZkrAXfutTIuh,https://drive.google.com/file/d/16s6oXD3Rc9cdTxiF3gSDZkrAXfutTIuh/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-11T12:20:57.270Z,2026-04-11T12:20:47.912Z,280303,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-11 at 15.31.53.jpeg,1FN6ZohLLbbfllRZqIW28zSquYRN9JqfV,https://drive.google.com/file/d/1FN6ZohLLbbfllRZqIW28zSquYRN9JqfV/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-11T12:15:12.266Z,2026-04-11T12:15:38.093Z,242896,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
WhatsApp Image 2026-04-11 at 16.07.48.jpeg,1q_zTopQeX0EQgyYTTfWEWA38tXmJseTD,https://drive.google.com/file/d/1q_zTopQeX0EQgyYTTfWEWA38tXmJseTD/view?usp=drivesdk,BMW21105,16WoT-e9xabuPZ-mworRhHKlNXo47eRiu,image/jpeg,2026-04-11T12:14:25.170Z,2026-04-11T12:15:23.801Z,85498,dogecryptoco@gmail.com,Integra Motors Dubai,,,,,,,,RULE_DONE
Fiat.mp4,1AV3QRCfvJG82wW8W5_1Kshw5TcpfuP_J,https://drive.google.com/file/d/1AV3QRCfvJG82wW8W5_1Kshw5TcpfuP_J/view?usp=drivesdk,Не выпущены,1UQO1C3RFz9EKCrQrSxrfjgCYLAoyHUFo,video/mp4,2026-03-30T07:23:12.000Z,2026-03-30T07:23:12.000Z,49058733,dogecryptoco@gmail.com,Контент-завод,Automotive media,Media,,"A media file named 'Fiat.mp4' located in the 'Не выпущены' folder, identified as binary media content. It likely pertains to automotive subjects and is part of Alexander Tyurin's capital index, potentially for future use by content-related projects.","Контент-завод, Axon Agency, AVOuniverse",3,REVIEW,AI_DONE
Engine heat.mp4,1izeZtRZSmnpOW7PZLP53Q02xhzVpt_sP,https://drive.google.com/file/d/1izeZtRZSmnpOW7PZLP53Q02xhzVpt_sP/view?usp=drivesdk,Не выпущены,1UQO1C3RFz9EKCrQrSxrfjgCYLAoyHUFo,video/mp4,2026-03-30T07:23:08.000Z,2026-03-30T07:23:08.000Z,42918694,dogecryptoco@gmail.com,Капитал-индекс,"Видеоматериал ""Engine heat""",Медиа-файл,,"Видеофайл ""Engine heat.mp4"" находится в папке ""Не выпущены"" и предназначен для индекса капитала Александра Тюрина. Это медиа-контент, вероятно, связанный с производительностью или динамикой, требующий доработки или утверждения перед возможным релизом.","Контент-завод, Axon Agency, AVOuniverse",4,REVIEW,AI_DONE
5 reason oil.mp4,1VHHCgBkc2gAxf-4S4JK77jt5_SLYq4bG,https://drive.google.com/file/d/1VHHCgBkc2gAxf-4S4JK77jt5_SLYq4bG/view?usp=drivesdk,Не выпущены,1UQO1C3RFz9EKCrQrSxrfjgCYLAoyHUFo,video/mp4,2026-03-30T07:23:02.000Z,2026-03-30T07:23:02.000Z,56184579,dogecryptoco@gmail.com,AvoInvestGroup,Oil Market Analysis,Video,,"A video file titled '5 reason oil.mp4' likely discusses five key factors or reasons related to the oil market, investment strategies, or its economic impact. It is currently unreleased media content.","AvoInvestGroup, AVOuniverse",4,REVIEW,AI_DONE
3502145051876155576.mp4,1EWJAM2xEOm9v2jbsu4KBZxguvmrCnwh5,https://drive.google.com/file/d/1EWJAM2xEOm9v2jbsu4KBZxguvmrCnwh5/view?usp=drivesdk,Не выпущены,1UQO1C3RFz9EKCrQrSxrfjgCYLAoyHUFo,video/mp4,2026-03-30T07:23:00.000Z,2026-03-30T07:23:00.000Z,25780164,dogecryptoco@gmail.com,Капитал-индекс,Медиа-файл,Видео,,"Видеофайл (3502145051876155576.mp4) для индекса капитала Александра Тюрина. Файл находится в папке 'Не выпущены' и представляет собой медиа-контент, вероятно, связанный с его проектами и активами, требующий дальнейшего анализа.","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",4,REVIEW,AI_DONE
Профилактика Ready.mp4,114_R3Pd2B8yDJuoAyCTwPJLaUYUSj3WB,https://drive.google.com/file/d/114_R3Pd2B8yDJuoAyCTwPJLaUYUSj3WB/view?usp=drivesdk,Выпущены,1Ilh2sUwdzJjrYVdAWjFSuPVoGfb6MBsF,video/mp4,2026-03-30T07:22:22.000Z,2026-03-30T07:22:22.000Z,409098125,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
Water Coolant.mp4,1BtMyZVGnZDcQxum1nkyBhtsvyRDzsUgU,https://drive.google.com/file/d/1BtMyZVGnZDcQxum1nkyBhtsvyRDzsUgU/view?usp=drivesdk,Выпущены,1Ilh2sUwdzJjrYVdAWjFSuPVoGfb6MBsF,video/mp4,2026-03-30T07:22:18.000Z,2026-03-30T07:22:18.000Z,29612475,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
Road trip UAE.mp4,1vPVHkIqaoQkuj-Q7EQ3YYQ9xDwTVBzkO,https://drive.google.com/file/d/1vPVHkIqaoQkuj-Q7EQ3YYQ9xDwTVBzkO/view?usp=drivesdk,Выпущены,1Ilh2sUwdzJjrYVdAWjFSuPVoGfb6MBsF,video/mp4,2026-03-30T07:22:14.000Z,2026-03-30T07:22:14.000Z,52906833,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
Radiator Repair.mp4,1gZKt5d9xcQiEBSziKZXvmc_lfO82ZDhe,https://drive.google.com/file/d/1gZKt5d9xcQiEBSziKZXvmc_lfO82ZDhe/view?usp=drivesdk,Выпущены,1Ilh2sUwdzJjrYVdAWjFSuPVoGfb6MBsF,video/mp4,2026-03-30T07:22:10.000Z,2026-03-30T07:22:10.000Z,37716417,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
Non original radiator.mp4,1Qd6fRKA-2RleyqxDrgMCwIzdcYvsSqsJ,https://drive.google.com/file/d/1Qd6fRKA-2RleyqxDrgMCwIzdcYvsSqsJ/view?usp=drivesdk,Выпущены,1Ilh2sUwdzJjrYVdAWjFSuPVoGfb6MBsF,video/mp4,2026-03-30T07:22:06.000Z,2026-03-30T07:22:06.000Z,38665060,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
Integra Welcome.mp4,1PADcISurly_VrcSElfLR6h7g_Y4mfSm0,https://drive.google.com/file/d/1PADcISurly_VrcSElfLR6h7g_Y4mfSm0/view?usp=drivesdk,Выпущены,1Ilh2sUwdzJjrYVdAWjFSuPVoGfb6MBsF,video/mp4,2026-03-30T07:21:56.000Z,2026-03-30T07:21:56.000Z,109602078,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
INTEGRA function.mp4,14tS3-W5zv6iCrFOb57O4avvVDN0By4wu,https://drive.google.com/file/d/14tS3-W5zv6iCrFOb57O4avvVDN0By4wu/view?usp=drivesdk,Выпущены,1Ilh2sUwdzJjrYVdAWjFSuPVoGfb6MBsF,video/mp4,2026-03-30T07:21:40.000Z,2026-03-30T07:21:40.000Z,167778869,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
Dodge Challenger.mp4,1lS-dkN3h0esZppv3_i4CJ6Jr6iIhzizP,https://drive.google.com/file/d/1lS-dkN3h0esZppv3_i4CJ6Jr6iIhzizP/view?usp=drivesdk,Выпущены,1Ilh2sUwdzJjrYVdAWjFSuPVoGfb6MBsF,video/mp4,2026-03-30T07:21:24.000Z,2026-03-30T07:21:24.000Z,205374812,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
2026-03-29 - Промпт для Carusel,1iHu9YkKOeKTKPbTf1LPQeSzHFVtlnuYdKsDFF-kdYCo,https://docs.google.com/document/d/1iHu9YkKOeKTKPbTf1LPQeSzHFVtlnuYdKsDFF-kdYCo/edit?usp=drivesdk,Carusel,1n-B7mlyE-dGTQRzHafSGlSLPyI1sMnRr,application/vnd.google-apps.document,2026-03-29T19:11:22.408Z,2026-03-29T19:11:23.701Z,3030,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
2026-03-29 - Промпт для Stories,1u8usJsfoM7ctCeBtSG3P0OtwyjqEjTjQyfILS44xqHY,https://docs.google.com/document/d/1u8usJsfoM7ctCeBtSG3P0OtwyjqEjTjQyfILS44xqHY/edit?usp=drivesdk,Stories,1f5jVLEW_aJHszmSqnthr5fD7lAOuzaEM,application/vnd.google-apps.document,2026-03-29T19:10:19.493Z,2026-03-29T19:10:20.599Z,2619,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
2026-03-29 - Промпт для Reels,1sgbTB88Oa3kRg6Q-XJ6XyeLLCsbJn3oSPj-W3MmmXuY,https://docs.google.com/document/d/1sgbTB88Oa3kRg6Q-XJ6XyeLLCsbJn3oSPj-W3MmmXuY/edit?usp=drivesdk,Reels,1i8yKqqjMLgak9WwocLoYB-u4OidaSdSf,application/vnd.google-apps.document,2026-03-29T19:09:46.434Z,2026-03-29T19:09:47.838Z,3857,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
2026-03-29 - Промпт для Carusel,1KXMlYsAJpeVRaKGkRiOXgAJd1joYtXWcSrsMTOrQsfI,https://docs.google.com/document/d/1KXMlYsAJpeVRaKGkRiOXgAJd1joYtXWcSrsMTOrQsfI/edit?usp=drivesdk,Carusel,178HZlIahqX08-BI4KU_P2Ko_cjVL_pJ2,application/vnd.google-apps.document,2026-03-29T19:08:58.956Z,2026-03-29T19:09:00.133Z,4282,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
2026-03-29 - Промпт для Stories,1N6_6f7SgxsW-XMcH9QIKs62ziJhVQHLwXnhk5tbZw20,https://docs.google.com/document/d/1N6_6f7SgxsW-XMcH9QIKs62ziJhVQHLwXnhk5tbZw20/edit?usp=drivesdk,Stories,1sObMQvofUriizYDzfXr8-qvxb17qMIpD,application/vnd.google-apps.document,2026-03-29T19:07:51.226Z,2026-03-29T19:07:52.471Z,3796,dogecryptoco@gmail.com,Axon Agency,Контент-завод архив,Контент,,,,2,REVIEW,RULE_DONE
